TIME,FOPR,FGPR,FWPR,FWCT,FGOR,FWIR,FGIR
0,0.00273785088211298,0.0,0.5727999806404114,6873.60009765625,12000.0,0.00902596302330494,0.0
30,0.01095140352845192,0.0,0.5727999806404114,6873.60009765625,12000.0,0.008956946432590485,0.0
60,0.02988436073064804,0.0,0.5727999806404114,6873.60009765625,12000.0,0.00892309844493866,0.0
90,0.06576668471097946,0.0,0.5727999806404114,6873.60009765625,12000.0,0.008892402984201908,0.0
120,0.08487337082624435,0.0,0.5727999806404114,6873.60009765625,12000.0,0.008878938853740692,0.0
150,0.12810438871383667,0.0,0.5727999806404114,6873.60009765625,12000.0,0.008851347491145134,0.0
180,0.1615331918001175,0.0,0.5635119080543518,6762.142578125,12000.0,0.00921700056642294,0.0
210,0.21680477261543274,0.0,0.5094203352928162,6113.04248046875,11999.9970703125,0.013029230758547783,0.0
240,0.24640657007694244,0.0,0.5290941596031189,6349.1298828125,12000.0,0.014852682128548622,0.0
270,0.2874743342399597,0.0,0.5548564195632935,6107.8515625,11007.9853515625,0.015937186777591705,0.0
300,0.3285420835018158,0.0,0.5596075654029846,5530.62060546875,9883.0341796875,0.016253571957349777,0.0
330,0.41341546177864075,0.0,0.5530728101730347,4874.08056640625,8812.7294921875,0.016425538808107376,0.0
360,0.4955509901046753,0.0,0.5499871373176575,4495.4736328125,8173.77978515625,0.01653844676911831,0.0
390,0.5804243683815002,0.0,0.547653317451477,4208.63134765625,7684.84619140625,0.016640745103359222,0.0
420,0.6652977466583252,0.0,0.5481681823730469,3985.00830078125,7269.68212890625,0.016785576939582825,0.0
450,0.7474332451820374,0.0,0.5523545742034912,3809.798828125,6897.37841796875,0.01699523627758026,0.0
480,0.8323066234588623,0.0,0.5604139566421509,3666.273193359375,6542.080078125,0.017270034179091454,0.0
510,0.9144421815872192,0.0,0.5695981383323669,3544.76708984375,6223.27783203125,0.017560765147209167,0.0
540,0.9993155598640442,0.0,0.5796450972557068,3430.502197265625,5918.28076171875,0.01787453144788742,0.0
570,1.0841889381408691,0.0,0.5901723504066467,3327.333984375,5637.90185546875,0.018199237063527107,0.0
600,1.1608487367630005,0.0,0.6010007262229919,3247.30419921875,5403.16162109375,0.018486518412828445,0.0
630,1.2457220554351807,0.0,0.6164665818214417,3185.9462890625,5168.076171875,0.01874452829360962,0.0
660,1.3278576135635376,0.0,0.631213366985321,3127.60302734375,4954.90625,0.018992800265550613,0.0
690,1.4127310514450073,0.0,0.6475909948348999,3076.62451171875,4750.8759765625,0.01923248916864395,0.0
720,1.4948664903640747,0.0,0.668707549571991,3048.234130859375,4558.396484375,0.0195113867521286,0.0
750,1.5797399282455444,0.0,0.6925122737884521,3027.1064453125,4371.19580078125,0.01981445774435997,0.0
780,1.6646132469177246,0.0,0.718532383441925,3013.752197265625,4194.31640625,0.02013302594423294,0.0
810,1.7467488050460815,0.0,0.7469139695167542,3010.0849609375,4030.029052734375,0.020466677844524384,0.0
840,1.8316221237182617,0.0,0.778899073600769,3012.045166015625,3867.054443359375,0.020833808928728104,0.0
870,1.9137576818466187,0.0,0.8125067949295044,3018.788330078125,3715.400634765625,0.021211452782154083,0.0
900,1.9986311197280884,0.0,0.849859893321991,3029.596923828125,3564.8193359375,0.02162455953657627,0.0
930,2.0835044384002686,0.0,0.887393057346344,3044.666015625,3431.02294921875,0.02202943153679371,12000.0
960,2.1601643562316895,0.0,0.9180717468261719,3062.340576171875,3335.622314453125,0.022347209975123405,12000.0
990,2.24503755569458,0.0,0.9420455694198608,3084.717041015625,3274.488037109375,0.02257569693028927,12000.0
1020,2.3271732330322266,0.0,0.9519787430763245,3105.783935546875,3262.450927734375,0.022642498835921288,12000.0
1050,2.412046432495117,0.0,0.9490863680839539,3127.958984375,3295.758056640625,0.0225643590092659,12000.0
1080,2.4941821098327637,0.0,0.9365508556365967,3148.501708984375,3361.805419921875,0.02238711528480053,12000.0
1110,2.5790555477142334,0.0,0.9122300744056702,3157.01708984375,3460.7685546875,0.022092662751674652,12000.0
1140,2.663928747177124,0.0,0.8757274746894836,3145.19677734375,3591.52490234375,0.021680444478988647,12000.0
1170,2.7460644245147705,0.0,0.8319146633148193,3116.255859375,3745.884033203125,0.021193336695432663,12000.0
1200,2.830937623977661,0.0,0.7801328897476196,3069.986328125,3935.209716796875,0.020614897832274437,12000.0
1230,2.9130733013153076,0.0,0.7285745739936829,3015.72705078125,4139.21533203125,0.020022789016366005,12000.0
1260,2.9979465007781982,0.0,0.678895890712738,2962.731201171875,4364.04345703125,0.019419420510530472,12000.0
1290,3.082819938659668,12000.0,0.8655893802642822,3991.941650390625,4611.8193359375,0.02004343643784523,0.0
1320,3.131319046020508,12000.0,0.9539949893951416,4527.58984375,4745.92626953125,0.0202216524630785,0.0
1350,3.159479856491089,12000.0,1.0043416023254395,4851.5498046875,4830.57763671875,0.020278234034776688,0.0
1380,3.1734838485717773,12000.0,1.0230337381362915,4986.31640625,4874.048828125,0.020270736888051033,0.0
